,전체기간,절반기간,쿼터기간,피자기간,평균,중앙값,high_mean,max
2023-06-28-03:15,7,8,11,10,9.0,9.0,10.5,11.0
2023-06-28-03:30,7,8,11,10,9.0,9.0,10.5,11.0
2023-06-28-03:45,7,8,11,10,9.0,9.0,10.5,11.0
2023-06-28-04:00,5,11,12,10,9.5,10.5,11.5,12.0
2023-06-28-04:15,5,11,12,10,9.5,10.5,11.5,12.0
2023-06-28-04:30,5,11,12,10,9.5,10.5,11.5,12.0
2023-06-28-04:45,4,11,9,10,8.5,9.5,10.5,11.0
2023-06-28-05:00,6,11,10,10,9.25,10.0,10.5,11.0
2023-06-28-05:15,7,10,10,10,9.25,10.0,10.0,10.0
2023-06-28-05:30,7,10,10,10,9.25,10.0,10.0,10.0
2023-06-28-05:45,7,10,10,10,9.25,10.0,10.0,10.0
2023-06-28-06:00,9,11,11,9,10.0,10.0,11.0,11.0
2023-06-28-06:15,9,12,11,10,10.5,10.5,11.5,12.0
2023-06-28-06:30,7,10,11,10,9.5,10.0,10.5,11.0
2023-06-28-06:45,8,10,7,9,8.5,8.5,9.5,10.0
2023-06-28-07:00,10,12,14,10,11.5,11.0,13.0,14.0
2023-06-28-07:15,7,14,13,9,10.75,11.0,13.5,14.0
2023-06-28-07:30,7,13,17,13,12.5,13.0,15.0,17.0
2023-06-28-07:45,9,14,18,14,13.75,14.0,16.0,18.0
2023-06-28-08:00,19,28,18,12,19.25,18.5,23.5,28.0
2023-06-28-08:15,22,26,14,10,18.0,18.0,24.0,26.0
2023-06-28-08:30,28,30,24,14,24.0,26.0,29.0,30.0
2023-06-28-08:45,32,55,24,13,31.0,28.0,43.5,55.0
2023-06-28-09:00,39,60,69,15,45.75,49.5,64.5,69.0
2023-06-28-09:15,46,53,76,23,49.5,49.5,64.5,76.0
2023-06-28-09:30,54,45,76,22,49.25,49.5,65.0,76.0
2023-06-28-09:45,58,57,76,22,53.25,57.5,67.0,76.0
2023-06-28-10:00,68,64,71,23,56.5,66.0,69.5,71.0
2023-06-28-10:15,68,64,71,23,56.5,66.0,69.5,71.0
2023-06-28-10:30,74,64,71,23,58.0,67.5,72.5,74.0
2023-06-28-10:45,76,64,71,23,58.5,67.5,73.5,76.0
2023-06-28-11:00,87,66,71,19,60.75,68.5,79.0,87.0
2023-06-28-11:15,91,69,68,24,63.0,68.5,80.0,91.0
2023-06-28-11:30,93,70,68,24,63.75,69.0,81.5,93.0
2023-06-28-11:45,93,84,68,24,67.25,76.0,88.5,93.0
2023-06-28-12:00,89,83,70,19,65.25,76.5,86.0,89.0
2023-06-28-12:15,93,91,70,28,70.5,80.5,92.0,93.0
2023-06-28-12:30,93,77,70,25,66.25,73.5,85.0,93.0
2023-06-28-12:45,92,86,70,25,68.25,78.0,89.0,92.0
2023-06-28-13:00,92,73,70,22,64.25,71.5,82.5,92.0
2023-06-28-13:15,92,75,70,22,64.75,72.5,83.5,92.0
2023-06-28-13:30,92,74,70,24,65.0,72.0,83.0,92.0
2023-06-28-13:45,74,74,69,24,60.25,71.5,74.0,74.0
2023-06-28-14:00,73,82,73,24,63.0,73.0,77.5,82.0
2023-06-28-14:15,74,83,73,24,63.5,73.5,78.5,83.0
2023-06-28-14:30,75,74,73,25,61.75,73.5,74.5,75.0
2023-06-28-14:45,75,82,73,24,63.5,74.0,78.5,82.0
2023-06-28-15:00,74,81,76,35,66.5,75.0,78.5,81.0
2023-06-28-15:15,74,77,55,37,60.75,64.5,75.5,77.0
2023-06-28-15:30,70,72,55,35,58.0,62.5,71.0,72.0
2023-06-28-15:45,70,74,55,35,58.5,62.5,72.0,74.0
2023-06-28-16:00,70,75,55,35,58.75,62.5,72.5,75.0
2023-06-28-16:15,77,79,55,35,61.5,66.0,78.0,79.0
2023-06-28-16:30,83,71,55,35,61.0,63.0,77.0,83.0
2023-06-28-16:45,83,71,57,37,62.0,64.0,77.0,83.0
2023-06-28-17:00,75,67,44,28,53.5,55.5,71.0,75.0
2023-06-28-17:15,71,62,46,29,52.0,54.0,66.5,71.0
2023-06-28-17:30,74,60,44,29,51.75,52.0,67.0,74.0
2023-06-28-17:45,69,57,44,28,49.5,50.5,63.0,69.0
2023-06-28-18:00,56,47,41,22,41.5,44.0,51.5,56.0
2023-06-28-18:15,55,40,40,24,39.75,40.0,47.5,55.0
2023-06-28-18:30,47,42,40,22,37.75,41.0,44.5,47.0
2023-06-28-18:45,43,41,40,19,35.75,40.5,42.0,43.0
2023-06-28-19:00,36,41,32,15,31.0,34.0,38.5,41.0
2023-06-28-19:15,38,40,32,15,31.25,35.0,39.0,40.0
2023-06-28-19:30,34,30,26,20,27.5,28.0,32.0,34.0
2023-06-28-19:45,28,26,25,21,25.0,25.5,27.0,28.0
2023-06-28-20:00,17,14,17,14,15.5,15.5,17.0,17.0
2023-06-28-20:15,16,13,21,11,15.25,14.5,18.5,21.0
2023-06-28-20:30,16,14,17,11,14.5,15.0,16.5,17.0
2023-06-28-20:45,16,13,16,14,14.75,15.0,16.0,16.0
2023-06-28-21:00,10,12,13,11,11.5,11.5,12.5,13.0
2023-06-28-21:15,9,11,13,11,11.0,11.0,12.0,13.0
2023-06-28-21:30,9,10,13,9,10.25,9.5,11.5,13.0
2023-06-28-21:45,8,10,10,6,8.5,9.0,10.0,10.0
2023-06-28-22:00,9,9,10,6,8.5,9.0,9.5,10.0
2023-06-28-22:15,9,7,6,6,7.0,6.5,8.0,9.0
2023-06-28-22:30,8,7,6,9,7.5,7.5,8.5,9.0
2023-06-28-22:45,8,6,6,7,6.75,6.5,7.5,8.0
2023-06-28-23:00,7,8,4,9,7.0,7.5,8.5,9.0
2023-06-28-23:15,7,8,4,9,7.0,7.5,8.5,9.0
2023-06-28-23:30,7,8,0,8,5.75,7.5,8.0,8.0
2023-06-28-23:45,7,8,5,9,7.25,7.5,8.5,9.0
2023-06-29-00:00,7,7,2,7,5.75,7.0,7.0,7.0
2023-06-29-00:15,6,7,2,7,5.5,6.5,7.0,7.0
2023-06-29-00:30,6,6,-2,6,4.0,6.0,6.0,6.0
2023-06-29-00:45,6,6,-4,7,3.75,6.0,6.5,7.0
2023-06-29-01:00,6,6,-4,7,3.75,6.0,6.5,7.0
2023-06-29-01:15,6,6,-4,6,3.5,6.0,6.0,6.0
2023-06-29-01:30,6,6,2,7,5.25,6.0,6.5,7.0
2023-06-29-01:45,6,6,2,7,5.25,6.0,6.5,7.0
2023-06-29-02:00,6,6,2,7,5.25,6.0,6.5,7.0
2023-06-29-02:15,6,6,6,7,6.25,6.0,6.5,7.0
2023-06-29-02:30,6,6,6,7,6.25,6.0,6.5,7.0
2023-06-29-02:45,6,6,6,7,6.25,6.0,6.5,7.0
2023-06-29-03:00,7,7,2,8,6.0,7.0,7.5,8.0
2023-06-29-03:15,7,7,2,8,6.0,7.0,7.5,8.0
2023-06-29-03:30,7,8,2,5,5.5,6.0,7.5,8.0
2023-06-29-03:45,7,8,2,7,6.0,7.0,7.5,8.0
2023-06-29-04:00,7,9,6,8,7.5,7.5,8.5,9.0
2023-06-29-04:15,7,9,6,8,7.5,7.5,8.5,9.0
2023-06-29-04:30,7,9,6,8,7.5,7.5,8.5,9.0
2023-06-29-04:45,7,12,6,8,8.25,7.5,10.0,12.0
2023-06-29-05:00,6,12,7,9,8.5,8.0,10.5,12.0
2023-06-29-05:15,7,12,7,9,8.75,8.0,10.5,12.0
2023-06-29-05:30,9,13,7,9,9.5,9.0,11.0,13.0
2023-06-29-05:45,9,12,7,7,8.75,8.0,10.5,12.0
2023-06-29-06:00,11,11,8,8,9.5,9.5,11.0,11.0
2023-06-29-06:15,11,12,8,7,9.5,9.5,11.5,12.0
2023-06-29-06:30,11,13,8,10,10.5,10.5,12.0,13.0
2023-06-29-06:45,12,13,7,10,10.5,11.0,12.5,13.0
2023-06-29-07:00,12,15,9,10,11.5,11.0,13.5,15.0
2023-06-29-07:15,12,16,9,9,11.5,10.5,14.0,16.0
2023-06-29-07:30,12,16,10,14,13.0,13.0,15.0,16.0
2023-06-29-07:45,13,17,13,14,14.25,13.5,15.5,17.0
2023-06-29-08:00,19,24,16,15,18.5,17.5,21.5,24.0
2023-06-29-08:15,25,25,16,15,20.25,20.5,25.0,25.0
2023-06-29-08:30,31,24,20,18,23.25,22.0,27.5,31.0
2023-06-29-08:45,34,30,14,19,24.25,24.5,32.0,34.0
2023-06-29-09:00,31,43,36,18,32.0,33.5,39.5,43.0
2023-06-29-09:15,36,53,43,23,38.75,39.5,48.0,53.0
2023-06-29-09:30,34,51,50,28,40.75,42.0,50.5,51.0
2023-06-29-09:45,46,58,50,28,45.5,48.0,54.0,58.0
2023-06-29-10:00,52,52,33,30,41.75,42.5,52.0,52.0
2023-06-29-10:15,55,54,45,26,45.0,49.5,54.5,55.0
2023-06-29-10:30,68,56,46,26,49.0,51.0,62.0,68.0
2023-06-29-10:45,63,56,46,26,47.75,51.0,59.5,63.0
2023-06-29-11:00,62,90,46,30,57.0,54.0,76.0,90.0
2023-06-29-11:15,73,89,46,30,59.5,59.5,81.0,89.0
2023-06-29-11:30,68,90,41,30,57.25,54.5,79.0,90.0
2023-06-29-11:45,68,94,39,30,57.75,53.5,81.0,94.0
2023-06-29-12:00,68,89,38,32,56.75,53.0,78.5,89.0
2023-06-29-12:15,68,89,38,32,56.75,53.0,78.5,89.0
2023-06-29-12:30,78,86,58,32,63.5,68.0,82.0,86.0
2023-06-29-12:45,73,103,58,32,66.5,65.5,88.0,103.0
2023-06-29-13:00,73,98,58,35,66.0,65.5,85.5,98.0
2023-06-29-13:15,73,93,58,35,64.75,65.5,83.0,93.0
2023-06-29-13:30,73,91,41,35,60.0,57.0,82.0,91.0
2023-06-29-13:45,73,89,45,35,60.5,59.0,81.0,89.0
2023-06-29-14:00,73,94,50,31,62.0,61.5,83.5,94.0
2023-06-29-14:15,74,95,50,28,61.75,62.0,84.5,95.0
2023-06-29-14:30,75,89,50,29,60.75,62.5,82.0,89.0
2023-06-29-14:45,75,89,47,29,60.0,61.0,82.0,89.0
2023-06-29-15:00,73,87,50,35,61.25,61.5,80.0,87.0
2023-06-29-15:15,72,87,50,35,61.0,61.0,79.5,87.0
2023-06-29-15:30,66,87,50,36,59.75,58.0,76.5,87.0
2023-06-29-15:45,66,83,53,37,59.75,59.5,74.5,83.0
2023-06-29-16:00,58,85,53,36,58.0,55.5,71.5,85.0
2023-06-29-16:15,58,83,53,36,57.5,55.5,70.5,83.0
2023-06-29-16:30,55,79,53,36,55.75,54.0,67.0,79.0
2023-06-29-16:45,55,79,56,36,56.5,55.5,67.5,79.0
2023-06-29-17:00,56,73,54,27,52.5,55.0,64.5,73.0
2023-06-29-17:15,54,66,54,27,50.25,54.0,60.0,66.0
2023-06-29-17:30,58,63,43,27,47.75,50.5,60.5,63.0
2023-06-29-17:45,54,62,43,27,46.5,48.5,58.0,62.0
2023-06-29-18:00,52,58,45,27,45.5,48.5,55.0,58.0
2023-06-29-18:15,52,51,43,27,43.25,47.0,51.5,52.0
2023-06-29-18:30,48,55,43,22,42.0,45.5,51.5,55.0
2023-06-29-18:45,43,52,43,21,39.75,43.0,47.5,52.0
2023-06-29-19:00,36,43,43,21,35.75,39.5,43.0,43.0
2023-06-29-19:15,37,43,43,21,36.0,40.0,43.0,43.0
2023-06-29-19:30,34,36,37,23,32.5,35.0,36.5,37.0
2023-06-29-19:45,27,32,36,23,29.5,29.5,34.0,36.0
2023-06-29-20:00,20,22,24,15,20.25,21.0,23.0,24.0
2023-06-29-20:15,16,21,24,13,18.5,18.5,22.5,24.0
2023-06-29-20:30,16,18,21,13,17.0,17.0,19.5,21.0
2023-06-29-20:45,16,13,19,13,15.25,14.5,17.5,19.0
2023-06-29-21:00,13,14,16,10,13.25,13.5,15.0,16.0
2023-06-29-21:15,12,13,16,10,12.75,12.5,14.5,16.0
2023-06-29-21:30,12,11,16,8,11.75,11.5,14.0,16.0
2023-06-29-21:45,11,11,14,5,10.25,11.0,12.5,14.0
2023-06-29-22:00,9,12,14,4,9.75,10.5,13.0,14.0
2023-06-29-22:15,9,10,9,3,7.75,9.0,9.5,10.0
2023-06-29-22:30,8,10,9,5,8.0,8.5,9.5,10.0
2023-06-29-22:45,8,10,9,4,7.75,8.5,9.5,10.0
2023-06-29-23:00,7,9,7,8,7.75,7.5,8.5,9.0
2023-06-29-23:15,7,9,7,8,7.75,7.5,8.5,9.0
2023-06-29-23:30,7,7,7,9,7.5,7.0,8.0,9.0
2023-06-29-23:45,7,7,7,9,7.5,7.0,8.0,9.0
2023-06-30-00:00,7,7,4,8,6.5,7.0,7.5,8.0
2023-06-30-00:15,6,7,4,8,6.25,6.5,7.5,8.0
2023-06-30-00:30,6,8,4,8,6.5,7.0,8.0,8.0
2023-06-30-00:45,6,8,4,8,6.5,7.0,8.0,8.0
2023-06-30-01:00,6,8,4,8,6.5,7.0,8.0,8.0
2023-06-30-01:15,6,8,4,7,6.25,6.5,7.5,8.0
2023-06-30-01:30,6,8,4,8,6.5,7.0,8.0,8.0
2023-06-30-01:45,6,-9,4,8,2.25,5.0,7.0,8.0
2023-06-30-02:00,6,-9,4,8,2.25,5.0,7.0,8.0
2023-06-30-02:15,6,-9,4,8,2.25,5.0,7.0,8.0
2023-06-30-02:30,6,-9,4,8,2.25,5.0,7.0,8.0
2023-06-30-02:45,6,-9,4,8,2.25,5.0,7.0,8.0
2023-06-30-03:00,7,-8,4,9,3.0,5.5,8.0,9.0
2023-06-30-03:15,7,-8,4,10,3.25,5.5,8.5,10.0
2023-06-30-03:30,7,-8,4,10,3.25,5.5,8.5,10.0
2023-06-30-03:45,7,-12,4,10,2.25,5.5,8.5,10.0
2023-06-30-04:00,7,-8,5,10,3.5,6.0,8.5,10.0
2023-06-30-04:15,7,-8,5,10,3.5,6.0,8.5,10.0
2023-06-30-04:30,8,-3,5,10,5.0,6.5,9.0,10.0
2023-06-30-04:45,8,-9,5,10,3.5,6.5,9.0,10.0
2023-06-30-05:00,7,-9,5,13,4.0,6.0,10.0,13.0
2023-06-30-05:15,7,-9,5,13,4.0,6.0,10.0,13.0
2023-06-30-05:30,9,-8,5,13,4.75,7.0,11.0,13.0
2023-06-30-05:45,9,-9,5,13,4.5,7.0,11.0,13.0
2023-06-30-06:00,12,-9,7,14,6.0,9.5,13.0,14.0
2023-06-30-06:15,12,-6,7,13,6.5,9.5,12.5,13.0
2023-06-30-06:30,12,-6,7,13,6.5,9.5,12.5,13.0
2023-06-30-06:45,13,-6,7,13,6.75,10.0,13.0,13.0
2023-06-30-07:00,14,-3,8,10,7.25,9.0,12.0,14.0
2023-06-30-07:15,15,-2,8,10,7.75,9.0,12.5,15.0
2023-06-30-07:30,18,14,13,13,14.5,13.5,16.0,18.0
2023-06-30-07:45,19,17,16,12,16.0,16.5,18.0,19.0
2023-06-30-08:00,15,22,19,14,17.5,17.0,20.5,22.0
2023-06-30-08:15,19,23,19,14,18.75,19.0,21.0,23.0
2023-06-30-08:30,27,21,23,13,21.0,22.0,25.0,27.0
2023-06-30-08:45,29,28,23,16,24.0,25.5,28.5,29.0
2023-06-30-09:00,31,43,42,31,36.75,36.5,42.5,43.0
2023-06-30-09:15,36,48,49,31,41.0,42.0,48.5,49.0
2023-06-30-09:30,39,55,61,31,46.5,47.0,58.0,61.0
2023-06-30-09:45,47,60,61,34,50.5,53.5,60.5,61.0
2023-06-30-10:00,57,63,60,27,51.75,58.5,61.5,63.0
2023-06-30-10:15,58,65,73,31,56.75,61.5,69.0,73.0
2023-06-30-10:30,70,59,73,32,58.5,64.5,71.5,73.0
2023-06-30-10:45,72,59,73,32,59.0,65.5,72.5,73.0
2023-06-30-11:00,64,69,73,27,58.25,66.5,71.0,73.0
2023-06-30-11:15,76,69,73,32,62.5,71.0,74.5,76.0
2023-06-30-11:30,79,76,73,32,65.0,74.5,77.5,79.0
2023-06-30-11:45,79,83,73,32,66.75,76.0,81.0,83.0
2023-06-30-12:00,78,82,73,33,66.5,75.5,80.0,82.0
2023-06-30-12:15,78,82,73,33,66.5,75.5,80.0,82.0
2023-06-30-12:30,78,78,73,33,65.5,75.5,78.0,78.0
2023-06-30-12:45,75,81,73,33,65.5,74.0,78.0,81.0
2023-06-30-13:00,75,80,61,29,61.25,68.0,77.5,80.0
2023-06-30-13:15,75,82,61,29,61.75,68.0,78.5,82.0
2023-06-30-13:30,58,80,61,29,57.0,59.5,70.5,80.0
2023-06-30-13:45,58,80,61,33,58.0,59.5,70.5,80.0
2023-06-30-14:00,57,80,72,33,60.5,64.5,76.0,80.0
2023-06-30-14:15,57,76,72,33,59.5,64.5,74.0,76.0
2023-06-30-14:30,76,78,72,32,64.5,74.0,77.0,78.0
2023-06-30-14:45,76,78,72,34,65.0,74.0,77.0,78.0
2023-06-30-15:00,78,88,75,35,69.0,76.5,83.0,88.0
2023-06-30-15:15,82,85,60,30,64.25,71.0,83.5,85.0
2023-06-30-15:30,82,85,60,32,64.75,71.0,83.5,85.0
2023-06-30-15:45,70,76,60,31,59.25,65.0,73.0,76.0
2023-06-30-16:00,67,77,54,33,57.75,60.5,72.0,77.0
2023-06-30-16:15,76,69,54,34,58.25,61.5,72.5,76.0
2023-06-30-16:30,76,59,54,36,56.25,56.5,67.5,76.0
2023-06-30-16:45,76,59,57,36,57.0,58.0,67.5,76.0
2023-06-30-17:00,63,60,54,28,51.25,57.0,61.5,63.0
2023-06-30-17:15,57,56,54,28,48.75,55.0,56.5,57.0
2023-06-30-17:30,57,56,43,28,46.0,49.5,56.5,57.0
2023-06-30-17:45,54,53,43,28,44.5,48.0,53.5,54.0
2023-06-30-18:00,59,50,47,33,47.25,48.5,54.5,59.0
2023-06-30-18:15,58,43,46,33,45.0,44.5,52.0,58.0
2023-06-30-18:30,68,41,46,33,47.0,43.5,57.0,68.0
2023-06-30-18:45,53,38,46,32,42.25,42.0,49.5,53.0
2023-06-30-19:00,48,32,49,35,41.0,41.5,48.5,49.0
2023-06-30-19:15,44,32,49,35,40.0,39.5,46.5,49.0
2023-06-30-19:30,43,27,43,25,34.5,35.0,43.0,43.0
2023-06-30-19:45,38,24,42,20,31.0,31.0,40.0,42.0
2023-06-30-20:00,20,16,22,16,18.5,18.0,21.0,22.0
2023-06-30-20:15,19,15,22,14,17.5,17.0,20.5,22.0
2023-06-30-20:30,18,17,19,13,16.75,17.5,18.5,19.0
2023-06-30-20:45,18,19,18,16,17.75,18.0,18.5,19.0
2023-06-30-21:00,16,19,15,20,17.5,17.5,19.5,20.0
2023-06-30-21:15,14,18,10,15,14.25,14.5,16.5,18.0
2023-06-30-21:30,14,16,10,9,12.25,12.0,15.0,16.0
2023-06-30-21:45,12,16,8,11,11.75,11.5,14.0,16.0
2023-06-30-22:00,13,15,12,11,12.75,12.5,14.0,15.0
2023-06-30-22:15,12,12,7,8,9.75,10.0,12.0,12.0
2023-06-30-22:30,12,12,7,10,10.25,11.0,12.0,12.0
2023-06-30-22:45,11,-6,7,9,5.25,8.0,10.0,11.0
2023-06-30-23:00,8,-7,5,12,4.5,6.5,10.0,12.0
2023-06-30-23:15,8,-8,5,12,4.25,6.5,10.0,12.0
2023-06-30-23:30,8,7,5,12,8.0,7.5,10.0,12.0
2023-06-30-23:45,8,7,12,12,9.75,10.0,12.0,12.0
