,전체기간,절반기간,쿼터기간,피자기간,평균,중앙값,high_mean,max
2023-06-27-04:00,334,418,262,259,318.25,298.0,376.0,418.0
2023-06-27-04:15,334,418,262,259,318.25,298.0,376.0,418.0
2023-06-27-04:30,334,418,278,259,322.25,306.0,376.0,418.0
2023-06-27-04:45,333,418,278,259,322.0,305.5,375.5,418.0
2023-06-27-05:00,333,418,281,264,324.0,307.0,375.5,418.0
2023-06-27-05:15,333,418,281,264,324.0,307.0,375.5,418.0
2023-06-27-05:30,333,418,281,264,324.0,307.0,375.5,418.0
2023-06-27-05:45,333,418,281,264,324.0,307.0,375.5,418.0
2023-06-27-06:00,335,420,281,264,325.0,308.0,377.5,420.0
2023-06-27-06:15,335,420,281,264,325.0,308.0,377.5,420.0
2023-06-27-06:30,335,420,281,264,325.0,308.0,377.5,420.0
2023-06-27-06:45,342,384,283,264,318.25,312.5,363.0,384.0
2023-06-27-07:00,343,386,283,265,319.25,313.0,364.5,386.0
2023-06-27-07:15,343,386,283,265,319.25,313.0,364.5,386.0
2023-06-27-07:30,344,386,283,265,319.5,313.5,365.0,386.0
2023-06-27-07:45,344,386,285,265,320.0,314.5,365.0,386.0
2023-06-27-08:00,352,385,303,278,329.5,327.5,368.5,385.0
2023-06-27-08:15,378,385,303,283,337.25,340.5,381.5,385.0
2023-06-27-08:30,388,366,308,283,336.25,337.0,377.0,388.0
2023-06-27-08:45,399,372,324,283,344.5,348.0,385.5,399.0
2023-06-27-09:00,374,361,376,379,372.5,375.0,377.5,379.0
2023-06-27-09:15,374,361,379,379,373.25,376.5,379.0,379.0
2023-06-27-09:30,384,361,379,379,375.75,379.0,381.5,384.0
2023-06-27-09:45,393,372,386,431,395.5,389.5,412.0,431.0
2023-06-27-10:00,412,378,390,428,402.0,401.0,420.0,428.0
2023-06-27-10:15,412,378,442,428,415.0,420.0,435.0,442.0
2023-06-27-10:30,412,339,442,428,405.25,420.0,435.0,442.0
2023-06-27-10:45,415,339,442,428,406.0,421.5,435.0,442.0
2023-06-27-11:00,411,339,436,431,404.25,421.0,433.5,436.0
2023-06-27-11:15,411,364,436,430,410.25,420.5,433.0,436.0
2023-06-27-11:30,411,364,436,430,410.25,420.5,433.0,436.0
2023-06-27-11:45,411,345,429,430,403.75,420.0,429.5,430.0
2023-06-27-12:00,412,345,418,430,401.25,415.0,424.0,430.0
2023-06-27-12:15,412,345,400,430,396.75,406.0,421.0,430.0
2023-06-27-12:30,412,345,407,430,398.5,409.5,421.0,430.0
2023-06-27-12:45,412,345,407,430,398.5,409.5,421.0,430.0
2023-06-27-13:00,418,354,423,428,405.75,420.5,425.5,428.0
2023-06-27-13:15,418,354,429,428,407.25,423.0,428.5,429.0
2023-06-27-13:30,418,354,429,428,407.25,423.0,428.5,429.0
2023-06-27-13:45,418,354,429,428,407.25,423.0,428.5,429.0
2023-06-27-14:00,421,356,429,428,408.5,424.5,428.5,429.0
2023-06-27-14:15,421,356,429,428,408.5,424.5,428.5,429.0
2023-06-27-14:30,421,356,429,428,408.5,424.5,428.5,429.0
2023-06-27-14:45,421,356,429,428,408.5,424.5,428.5,429.0
2023-06-27-15:00,417,354,427,428,406.5,422.0,427.5,428.0
2023-06-27-15:15,417,354,427,428,406.5,422.0,427.5,428.0
2023-06-27-15:30,417,354,427,428,406.5,422.0,427.5,428.0
2023-06-27-15:45,417,354,427,428,406.5,422.0,427.5,428.0
2023-06-27-16:00,415,317,411,427,392.5,413.0,421.0,427.0
2023-06-27-16:15,406,317,411,427,390.25,408.5,419.0,427.0
2023-06-27-16:30,406,317,411,427,390.25,408.5,419.0,427.0
2023-06-27-16:45,406,317,411,427,390.25,408.5,419.0,427.0
2023-06-27-17:00,391,314,411,423,384.75,401.0,417.0,423.0
2023-06-27-17:15,387,321,411,423,385.5,399.0,417.0,423.0
2023-06-27-17:30,386,321,411,423,385.25,398.5,417.0,423.0
2023-06-27-17:45,381,321,411,423,384.0,396.0,417.0,423.0
2023-06-27-18:00,381,319,405,364,367.25,372.5,393.0,405.0
2023-06-27-18:15,381,319,405,364,367.25,372.5,393.0,405.0
2023-06-27-18:30,393,339,405,364,375.25,378.5,399.0,405.0
2023-06-27-18:45,390,355,412,369,381.5,379.5,401.0,412.0
2023-06-27-19:00,391,334,423,425,393.25,407.0,424.0,425.0
2023-06-27-19:15,391,334,412,425,390.5,401.5,418.5,425.0
2023-06-27-19:30,391,334,412,425,390.5,401.5,418.5,425.0
2023-06-27-19:45,391,372,412,425,400.0,401.5,418.5,425.0
2023-06-27-20:00,391,372,419,425,401.75,405.0,422.0,425.0
2023-06-27-20:15,391,372,419,425,401.75,405.0,422.0,425.0
2023-06-27-20:30,383,316,419,425,385.75,401.0,422.0,425.0
2023-06-27-20:45,383,316,419,395,378.25,389.0,407.0,419.0
2023-06-27-21:00,374,322,419,397,378.0,385.5,408.0,419.0
2023-06-27-21:15,374,322,355,397,362.0,364.5,385.5,397.0
2023-06-27-21:30,374,322,349,397,360.5,361.5,385.5,397.0
2023-06-27-21:45,374,322,349,397,360.5,361.5,385.5,397.0
2023-06-27-22:00,379,325,314,281,324.75,319.5,352.0,379.0
2023-06-27-22:15,383,325,314,281,325.75,319.5,354.0,383.0
2023-06-27-22:30,383,325,308,281,324.25,316.5,354.0,383.0
2023-06-27-22:45,378,325,308,281,323.0,316.5,351.5,378.0
2023-06-27-23:00,367,304,302,263,309.0,303.0,335.5,367.0
2023-06-27-23:15,361,304,302,262,307.25,303.0,332.5,361.0
2023-06-27-23:30,361,304,302,262,307.25,303.0,332.5,361.0
2023-06-27-23:45,357,304,302,262,306.25,303.0,330.5,357.0
2023-06-28-00:00,351,291,278,301,305.25,296.0,326.0,351.0
2023-06-28-00:15,351,291,288,301,307.75,296.0,326.0,351.0
2023-06-28-00:30,345,310,288,301,311.0,305.5,327.5,345.0
2023-06-28-00:45,345,310,288,301,311.0,305.5,327.5,345.0
2023-06-28-01:00,343,305,288,301,309.25,303.0,324.0,343.0
2023-06-28-01:15,342,305,283,301,307.75,303.0,323.5,342.0
2023-06-28-01:30,342,285,283,301,302.75,293.0,321.5,342.0
2023-06-28-01:45,342,285,283,300,302.5,292.5,321.0,342.0
2023-06-28-02:00,338,311,281,300,307.5,305.5,324.5,338.0
2023-06-28-02:15,338,311,281,298,307.0,304.5,324.5,338.0
2023-06-28-02:30,338,311,281,298,307.0,304.5,324.5,338.0
2023-06-28-02:45,338,311,281,298,307.0,304.5,324.5,338.0
2023-06-28-03:00,336,285,281,303,301.25,294.0,319.5,336.0
2023-06-28-03:15,336,285,281,303,301.25,294.0,319.5,336.0
2023-06-28-03:30,336,285,281,303,301.25,294.0,319.5,336.0
2023-06-28-03:45,336,304,281,303,306.0,303.5,320.0,336.0
2023-06-28-04:00,334,330,281,298,310.75,314.0,332.0,334.0
2023-06-28-04:15,334,330,281,298,310.75,314.0,332.0,334.0
2023-06-28-04:30,334,350,281,298,315.75,316.0,342.0,350.0
2023-06-28-04:45,333,350,281,298,315.5,315.5,341.5,350.0
2023-06-28-05:00,333,370,284,303,322.5,318.0,351.5,370.0
2023-06-28-05:15,333,370,284,303,322.5,318.0,351.5,370.0
2023-06-28-05:30,333,375,284,303,323.75,318.0,354.0,375.0
2023-06-28-05:45,335,359,284,294,318.0,314.5,347.0,359.0
2023-06-28-06:00,337,356,284,294,317.75,315.5,346.5,356.0
2023-06-28-06:15,337,356,284,294,317.75,315.5,346.5,356.0
2023-06-28-06:30,335,366,284,308,323.25,321.5,350.5,366.0
2023-06-28-06:45,342,347,284,308,320.25,325.0,344.5,347.0
2023-06-28-07:00,343,350,284,305,320.5,324.0,346.5,350.0
2023-06-28-07:15,349,350,284,305,322.0,327.0,349.5,350.0
2023-06-28-07:30,350,356,284,305,323.75,327.5,353.0,356.0
2023-06-28-07:45,350,356,286,305,324.25,327.5,353.0,356.0
2023-06-28-08:00,353,361,303,318,333.75,335.5,357.0,361.0
2023-06-28-08:15,398,342,355,322,354.25,348.5,376.5,398.0
2023-06-28-08:30,377,354,368,322,355.25,361.0,372.5,377.0
2023-06-28-08:45,384,315,383,322,351.0,352.5,383.5,384.0
2023-06-28-09:00,373,332,436,452,398.25,404.5,444.0,452.0
2023-06-28-09:15,373,332,438,452,398.75,405.5,445.0,452.0
2023-06-28-09:30,390,332,438,452,403.0,414.0,445.0,452.0
2023-06-28-09:45,392,332,438,452,403.5,415.0,445.0,452.0
2023-06-28-10:00,412,338,460,449,414.75,430.5,454.5,460.0
2023-06-28-10:15,412,338,460,449,414.75,430.5,454.5,460.0
2023-06-28-10:30,412,338,460,449,414.75,430.5,454.5,460.0
2023-06-28-10:45,415,338,466,449,417.0,432.0,457.5,466.0
2023-06-28-11:00,411,338,460,452,415.25,431.5,456.0,460.0
2023-06-28-11:15,411,363,460,452,421.5,431.5,456.0,460.0
2023-06-28-11:30,411,402,460,452,431.25,431.5,456.0,460.0
2023-06-28-11:45,411,402,452,452,429.25,431.5,452.0,452.0
2023-06-28-12:00,411,402,435,452,425.0,423.0,443.5,452.0
2023-06-28-12:15,411,402,420,452,421.25,415.5,436.0,452.0
2023-06-28-12:30,411,363,427,452,413.25,419.0,439.5,452.0
2023-06-28-12:45,411,363,427,452,413.25,419.0,439.5,452.0
2023-06-28-13:00,417,372,461,449,424.75,433.0,455.0,461.0
2023-06-28-13:15,421,372,467,449,427.25,435.0,458.0,467.0
2023-06-28-13:30,421,372,461,449,425.75,435.0,455.0,461.0
2023-06-28-13:45,421,372,461,449,425.75,435.0,455.0,461.0
2023-06-28-14:00,421,372,461,449,425.75,435.0,455.0,461.0
2023-06-28-14:15,421,372,447,449,422.25,434.0,448.0,449.0
2023-06-28-14:30,421,372,447,449,422.25,434.0,448.0,449.0
2023-06-28-14:45,421,372,447,449,422.25,434.0,448.0,449.0
2023-06-28-15:00,417,369,445,449,420.0,431.0,447.0,449.0
2023-06-28-15:15,417,369,445,449,420.0,431.0,447.0,449.0
2023-06-28-15:30,417,369,445,449,420.0,431.0,447.0,449.0
2023-06-28-15:45,417,369,445,449,420.0,431.0,447.0,449.0
2023-06-28-16:00,415,332,411,448,401.5,413.0,431.5,448.0
2023-06-28-16:15,406,332,411,448,399.25,408.5,429.5,448.0
2023-06-28-16:30,406,332,411,448,399.25,408.5,429.5,448.0
2023-06-28-16:45,406,332,411,448,399.25,408.5,429.5,448.0
2023-06-28-17:00,394,332,425,444,398.75,409.5,434.5,444.0
2023-06-28-17:15,389,356,425,444,403.5,407.0,434.5,444.0
2023-06-28-17:30,388,356,425,444,403.25,406.5,434.5,444.0
2023-06-28-17:45,383,356,425,444,402.0,404.0,434.5,444.0
2023-06-28-18:00,383,352,433,388,389.0,385.5,410.5,433.0
2023-06-28-18:15,383,352,433,388,389.0,385.5,410.5,433.0
2023-06-28-18:30,395,352,426,388,390.25,391.5,410.5,426.0
2023-06-28-18:45,392,352,433,393,392.5,392.5,413.0,433.0
2023-06-28-19:00,394,360,429,449,408.0,411.5,439.0,449.0
2023-06-28-19:15,394,360,426,449,407.25,410.0,437.5,449.0
2023-06-28-19:30,394,360,426,419,399.75,406.5,422.5,426.0
2023-06-28-19:45,394,360,426,419,399.75,406.5,422.5,426.0
2023-06-28-20:00,394,360,366,419,384.75,380.0,406.5,419.0
2023-06-28-20:15,394,360,366,419,384.75,380.0,406.5,419.0
